page_title	query_id	query_text
Hybrid electric vehicle	query_470	Hybrid electric vehicle / Legislation and incentives / Malaysia
Hybrid electric vehicle	query_471	Hybrid electric vehicle / Legislation and incentives / Netherlands
Hybrid electric vehicle	query_472	Hybrid electric vehicle / Legislation and incentives / New Zealand
Hybrid electric vehicle	query_473	Hybrid electric vehicle / Legislation and incentives / Republic of Ireland
Hybrid electric vehicle	query_474	Hybrid electric vehicle / Legislation and incentives / Sweden
Hybrid electric vehicle	query_475	Hybrid electric vehicle / Legislation and incentives / United Kingdom
Hybrid electric vehicle	query_476	Hybrid electric vehicle / Legislation and incentives / United States
Hybrid electric vehicle	query_477	Hybrid electric vehicle / Legislation and incentives / United States / Federal
Hybrid electric vehicle	query_478	Hybrid electric vehicle / Legislation and incentives / United States / States and local
Gunshot wound	query_479	Gunshot wound / Signs and symptoms
Gunshot wound	query_480	Gunshot wound / Classification
Gunshot wound	query_481	Gunshot wound / Physics
Gunshot wound	query_482	Gunshot wound / Firearm
Gunshot wound	query_483	Gunshot wound / Management
Gunshot wound	query_484	Gunshot wound / Management / Workup
Gunshot wound	query_485	Gunshot wound / Management / Neck
Gunshot wound	query_486	Gunshot wound / Management / Chest
Gunshot wound	query_487	Gunshot wound / Management / Abdomen
Gunshot wound	query_488	Gunshot wound / Management / Extremities
Gunshot wound	query_489	Gunshot wound / Epidemiology
Gunshot wound	query_490	Gunshot wound / Epidemiology / United States
Gunshot wound	query_491	Gunshot wound / History
Gunshot wound	query_492	Gunshot wound / Research
Zika fever	query_493	Zika fever / Signs and symptoms
Zika fever	query_494	Zika fever / Signs and symptoms / Guillain–Barré syndrome
Zika fever	query_495	Zika fever / Signs and symptoms / Pregnancy
Zika fever	query_496	Zika fever / Cause
Zika fever	query_497	Zika fever / Cause / Reservoir
Zika fever	query_498	Zika fever / Cause / Transmission
Zika fever	query_499	Zika fever / Pathophysiology
Zika fever	query_500	Zika fever / Diagnosis
Zika fever	query_501	Zika fever / Diagnosis / Screening in pregnancy
Zika fever	query_502	Zika fever / Diagnosis / Infant testing
Zika fever	query_503	Zika fever / Prevention
Zika fever	query_504	Zika fever / Prevention / CDC travel alert
Zika fever	query_505	Zika fever / Prevention / WHO response
Zika fever	query_506	Zika fever / Prevention / Vaccine
Zika fever	query_507	Zika fever / Prevention / Mosquito control
Zika fever	query_508	Zika fever / Treatment
Zika fever	query_509	Zika fever / Outcomes
Zika fever	query_510	Zika fever / Epidemiology
Zika fever	query_511	Zika fever / Epidemiology / Yap Islands
Zika fever	query_512	Zika fever / Epidemiology / Oceania
Zika fever	query_513	Zika fever / Epidemiology / Americas
Zika fever	query_514	Zika fever / Epidemiology / Asia
Zika fever	query_515	Zika fever / History
Zika fever	query_516	Zika fever / History / Microcephaly and other infant disorders
Zika fever	query_517	Zika fever / History / Guillain–Barré syndrome
Zika fever	query_518	Zika fever / Research
Zika fever	query_519	Zika fever / Research / Mechanism
Zika fever	query_520	Zika fever / Research / Mosquito control
Microaggression	query_521	Microaggression / Description
Microaggression	query_522	Microaggression / Description / Race or ethnicity
Microaggression	query_523	Microaggression / Description / Gender
Microaggression	query_524	Microaggression / Description / Sexuality and sexual orientation
Microaggression	query_525	Microaggression / Description / Intersectionality
Microaggression	query_526	Microaggression / Description / People with mental illnesses
Microaggression	query_527	Microaggression / Description / Media
Microaggression	query_528	Microaggression / Description / Ageism and intolerance
Microaggression	query_529	Microaggression / Perpetrators
Microaggression	query_530	Microaggression / Effects
Microaggression	query_531	Microaggression / Social consequences of the concept
Microaggression	query_532	Microaggression / Social consequences of the concept / Public discourse and harm to speakers
Microaggression	query_533	Microaggression / Social consequences of the concept / Public discourse and harm to speakers / College campuses
Microaggression	query_534	Microaggression / Social consequences of the concept / Distraction from more serious offenses
Microaggression	query_535	Microaggression / Social consequences of the concept / Culture of victimhood
Microaggression	query_536	Microaggression / Scientific status of the concept
Electric car	query_537	Electric car / Terminology
Electric car	query_538	Electric car / History
Electric car	query_539	Electric car / Economics
Electric car	query_540	Electric car / Economics / Purchase cost
Electric car	query_541	Electric car / Economics / Purchase cost / Battery first cost
Electric car	query_542	Electric car / Economics / Maintenance
Electric car	query_543	Electric car / Economics / Electricity cost
Electric car	query_544	Electric car / Economics / Battery depreciation
Electric car	query_545	Electric car / Economics / Total cost of ownership
Electric car	query_546	Electric car / Economics / Dealership reluctance to sell
Electric car	query_547	Electric car / Environmental aspects
Electric car	query_548	Electric car / Performance
Electric car	query_549	Electric car / Performance / Acceleration and drivetrain design
Electric car	query_550	Electric car / Energy efficiency
Electric car	query_551	Electric car / Energy efficiency / Cabin heating and cooling
Electric car	query_552	Electric car / Safety
Electric car	query_553	Electric car / Safety / Risk of fire
Electric car	query_554	Electric car / Safety / Vehicle safety
Electric car	query_555	Electric car / Safety / Hazard to pedestrians
Electric car	query_556	Electric car / Electrical interference
Electric car	query_557	Electric car / Controls
Electric car	query_558	Electric car / Batteries
Electric car	query_559	Electric car / Batteries / Range
Electric car	query_560	Electric car / Batteries / Charging
Electric car	query_561	Electric car / Batteries / Charging / Home charging
Electric car	query_562	Electric car / Batteries / Charging / Rapid charging
Electric car	query_563	Electric car / Batteries / Charging / Charging time
Electric car	query_564	Electric car / Batteries / Charging / Battery swapping
Electric car	query_565	Electric car / Batteries / Charging / Range extension
Electric car	query_566	Electric car / Batteries / Lifespan
Electric car	query_567	Electric car / Batteries / Future
Electric car	query_568	Electric car / Electric Vehicle Charging Patents
Electric car	query_569	Electric car / Infrastructure
Electric car	query_570	Electric car / Infrastructure / Charging station
Electric car	query_571	Electric car / Infrastructure / Charging station / US charging standards
Electric car	query_572	Electric car / Infrastructure / Charging station / Connectors
Electric car	query_573	Electric car / Infrastructure / Vehicle-to-grid: uploading and grid buffering
Electric car	query_574	Electric car / Politics
Electric car	query_575	Electric car / Currently available electric cars
Electric car	query_576	Electric car / Currently available electric cars / Highway capable
Electric car	query_577	Electric car / Currently available electric cars / Electric cars by country
Electric car	query_578	Electric car / Government subsidy
Great white shark	query_579	Great white shark / Taxonomy
Great white shark	query_580	Great white shark / Taxonomy / Ancestry and fossil record
Great white shark	query_581	Great white shark / Distribution and habitat
Great white shark	query_582	Great white shark / Anatomy and appearance
Great white shark	query_583	Great white shark / Anatomy and appearance / Size
Great white shark	query_584	Great white shark / Anatomy and appearance / Size / Examples of large unconfirmed great whites
Great white shark	query_585	Great white shark / Anatomy and appearance / Adaptations
Great white shark	query_586	Great white shark / Anatomy and appearance / Bite force
Great white shark	query_587	Great white shark / Ecology and behavior
Great white shark	query_588	Great white shark / Ecology and behavior / Diet
Great white shark	query_589	Great white shark / Ecology and behavior / Reproduction
Great white shark	query_590	Great white shark / Ecology and behavior / Breaching behavior
Great white shark	query_591	Great white shark / Ecology and behavior / Natural threats
Great white shark	query_592	Great white shark / Conservation status
Great white shark	query_593	Great white shark / Conservation status / In Australia
Great white shark	query_594	Great white shark / Conservation status / In New Zealand
Great white shark	query_595	Great white shark / Conservation status / In North America
Great white shark	query_596	Great white shark / Relationship with humans
Great white shark	query_597	Great white shark / Relationship with humans / Shark bite incidents
Great white shark	query_598	Great white shark / Relationship with humans / Attacks on boats
Great white shark	query_599	Great white shark / Relationship with humans / In captivity
Great white shark	query_600	Great white shark / Relationship with humans / Shark tourism
Daylight saving time	query_601	Daylight saving time / Rationale
Daylight saving time	query_602	Daylight saving time / History
Daylight saving time	query_603	Daylight saving time / Procedure
Daylight saving time	query_604	Daylight saving time / Politics
Daylight saving time	query_605	Daylight saving time / Dispute over benefits and drawbacks
Daylight saving time	query_606	Daylight saving time / Dispute over benefits and drawbacks / Energy use
Daylight saving time	query_607	Daylight saving time / Dispute over benefits and drawbacks / Economic effects
Daylight saving time	query_608	Daylight saving time / Dispute over benefits and drawbacks / Public safety
Daylight saving time	query_609	Daylight saving time / Dispute over benefits and drawbacks / Health
Daylight saving time	query_610	Daylight saving time / Dispute over benefits and drawbacks / Complexity
Daylight saving time	query_611	Daylight saving time / Terminology
Daylight saving time	query_612	Daylight saving time / Computing
Daylight saving time	query_613	Daylight saving time / Computing / IANA time zone database
Daylight saving time	query_614	Daylight saving time / Computing / Microsoft Windows
Daylight saving time	query_615	Daylight saving time / Permanent daylight saving time
Daylight saving time	query_616	Daylight saving time / By country and region
Question mark	query_617	Question mark / History
Question mark	query_618	Question mark / Scope
Question mark	query_619	Question mark / In other languages and scripts
Question mark	query_620	Question mark / In other languages and scripts / Opening and closing question marks in Spanish
Question mark	query_621	Question mark / In other languages and scripts / In other languages of Spain
Question mark	query_622	Question mark / In other languages and scripts / Armenian question mark
Question mark	query_623	Question mark / In other languages and scripts / Greek question mark
Question mark	query_624	Question mark / In other languages and scripts / Mirrored question mark in right-to-left scripts
Question mark	query_625	Question mark / In other languages and scripts / Fullwidth question mark in East Asian languages
Question mark	query_626	Question mark / In other languages and scripts / In other scripts
Question mark	query_627	Question mark / Stylistic variants
Question mark	query_628	Question mark / Rhetorical question mark
Question mark	query_629	Question mark / Computing
Question mark	query_630	Question mark / Games
Question mark	query_631	Question mark / Mathematics and formal logic
Question mark	query_632	Question mark / Medicine
Huguenots	query_633	Huguenots / Etymology
Huguenots	query_634	Huguenots / Demographics
Huguenots	query_635	Huguenots / History
Huguenots	query_636	Huguenots / History / Origins
Huguenots	query_637	Huguenots / History / Criticisms of the Catholic Church
Huguenots	query_638	Huguenots / History / Reform and growth
Huguenots	query_639	Huguenots / History / Wars of religion
Huguenots	query_640	Huguenots / History / Civil wars
Huguenots	query_641	Huguenots / History / St. Bartholomew's Day massacre
Huguenots	query_642	Huguenots / History / Edict of Nantes
Huguenots	query_643	Huguenots / History / Edict of Fontainebleau
Huguenots	query_644	Huguenots / History / End of persecution
Huguenots	query_645	Huguenots / History / Modern times
Huguenots	query_646	Huguenots / Exodus
Huguenots	query_647	Huguenots / Exodus / Early emigration
Huguenots	query_648	Huguenots / Exodus / South Africa
Huguenots	query_649	Huguenots / Exodus / North America
Huguenots	query_650	Huguenots / Exodus / Netherlands
Huguenots	query_651	Huguenots / Exodus / Wales
Huguenots	query_652	Huguenots / Exodus / England
Huguenots	query_653	Huguenots / Exodus / Ireland
Huguenots	query_654	Huguenots / Exodus / Germany and Scandinavia
Huguenots	query_655	Huguenots / Exodus / Effects
Huguenots	query_656	Huguenots / Symbol
Huguenots	query_657	Huguenots / Apology and honours
Huguenots	query_658	Huguenots / Apology and honours / Legacy
Huguenots	query_659	Huguenots / Apology and honours / Legacy / France
Huguenots	query_660	Huguenots / Apology and honours / Legacy / United States
Huguenots	query_661	Huguenots / Apology and honours / Legacy / England
Huguenots	query_662	Huguenots / Apology and honours / Legacy / Prussia
Huguenots	query_663	Huguenots / Apology and honours / Legacy / Ireland
Huguenots	query_664	Huguenots / Apology and honours / Legacy / South Africa
Huguenots	query_665	Huguenots / Apology and honours / Legacy / Australia
Theory of forms	query_666	Theory of forms / Forms
Theory of forms	query_667	Theory of forms / Forms / Terminology
Theory of forms	query_668	Theory of forms / Forms / Intelligible realm and separation of the Forms
Theory of forms	query_669	Theory of forms / Forms / Ideal state
Theory of forms	query_670	Theory of forms / Evidence of Forms
Theory of forms	query_671	Theory of forms / Evidence of Forms / Human perception
Theory of forms	query_672	Theory of forms / Evidence of Forms / Perfection
Theory of forms	query_673	Theory of forms / Criticisms of Platonic Forms
Theory of forms	query_674	Theory of forms / Criticisms of Platonic Forms / Self-criticism
Theory of forms	query_675	Theory of forms / Criticisms of Platonic Forms / Aristotelian criticism
Theory of forms	query_676	Theory of forms / Dialogues that discuss Forms
Blockchain	query_677	Blockchain / History
Blockchain	query_678	Blockchain / Structure
Blockchain	query_679	Blockchain / Structure / Blocks
Blockchain	query_680	Blockchain / Structure / Blocks / Block time
Blockchain	query_681	Blockchain / Structure / Decentralization
Blockchain	query_682	Blockchain / Structure / Openness
Blockchain	query_683	Blockchain / Structure / Openness / Permissionless
Blockchain	query_684	Blockchain / Structure / Openness / Permissioned (private) blockchain
Blockchain	query_685	Blockchain / Structure / Openness / Disadvantages
Blockchain	query_686	Blockchain / Structure / Openness / Self-describing data
Blockchain	query_687	Blockchain / Uses
Blockchain	query_688	Blockchain / Uses / General potentials
Blockchain	query_689	Blockchain / Uses / Land registration
Blockchain	query_690	Blockchain / Uses / The Big Four
Blockchain	query_691	Blockchain / Uses / Smart contracts
Blockchain	query_692	Blockchain / Uses / Nonprofit organizations
Blockchain	query_693	Blockchain / Uses / Decentralized networks
Blockchain	query_694	Blockchain / Uses / Governments and national currencies
Blockchain	query_695	Blockchain / Uses / Banks
Blockchain	query_696	Blockchain / Uses / Other financial companies
Blockchain	query_697	Blockchain / Uses / Other uses
Blockchain	query_698	Blockchain / Academic research
Blockchain	query_699	Blockchain / Academic research / Journals
Blockchain	query_700	Blockchain / Predictions
Blockchain	query_701	Blockchain / Working
Blockchain	query_702	Blockchain / Working / Ownership integrity
Blockchain	query_703	Blockchain / Working / Transaction integrity
Blockchain	query_704	Blockchain / Working / Order integrity
Darknet market	query_705	Darknet market / History
Darknet market	query_706	Darknet market / History / 1970s to 2011
Darknet market	query_707	Darknet market / History / Silk Road and early markets
Darknet market	query_708	Darknet market / History / Post-Silk Road to present
Darknet market	query_709	Darknet market / Market features
Darknet market	query_710	Darknet market / Market features / Search and discussion
Darknet market	query_711	Darknet market / Market features / Customer interactions
Darknet market	query_712	Darknet market / Market features / Market types
Darknet market	query_713	Darknet market / Vendors
Darknet market	query_714	Darknet market / Products
Darknet market	query_715	Darknet market / Products / Drugs
Darknet market	query_716	Darknet market / Products / Fraud and hacking services
Darknet market	query_717	Darknet market / Products / Prohibitions and restrictions
Darknet market	query_718	Darknet market / Market operations
Darknet market	query_719	Darknet market / Fraudulent markets
Darknet market	query_720	Darknet market / Exit scams
Darknet market	query_721	Darknet market / Commentary
Darknet market	query_722	Darknet market / Size of listings
Darknet market	query_723	Darknet market / In fiction
Opioid epidemic	query_724	Opioid epidemic / History in North America
Opioid epidemic	query_725	Opioid epidemic / History in North America / Heroin
Opioid epidemic	query_726	Opioid epidemic / History in North America / Oxycodone
Opioid epidemic	query_727	Opioid epidemic / History in North America / Fentanyl
Opioid epidemic	query_728	Opioid epidemic / History in North America / Pill Mills
Opioid epidemic	query_729	Opioid epidemic / History in North America / Trafficking
Opioid epidemic	query_730	Opioid epidemic / Causes
Opioid epidemic	query_731	Opioid epidemic / Effects
Opioid epidemic	query_732	Opioid epidemic / Demographics
Opioid epidemic	query_733	Opioid epidemic / Outside North America
Opioid epidemic	query_734	Opioid epidemic / Countermeasures
Opioid epidemic	query_735	Opioid epidemic / Countermeasures / U.S. government
Opioid epidemic	query_736	Opioid epidemic / Countermeasures / State and local governments
Opioid epidemic	query_737	Opioid epidemic / Countermeasures / Prescription drug monitoring
Opioid epidemic	query_738	Opioid epidemic / Countermeasures / In the media
Opioid epidemic	query_739	Opioid epidemic / Countermeasures / Treatment
Opioid epidemic	query_740	Opioid epidemic / Countermeasures / Treatment / Methadone
Opioid epidemic	query_741	Opioid epidemic / Countermeasures / Treatment / Naloxone
Opioid epidemic	query_742	Opioid epidemic / Countermeasures / Treatment / Buprenorphine
Opioid epidemic	query_743	Opioid epidemic / Countermeasures / Treatment / Behavioral treatment
Opioid epidemic	query_744	Opioid epidemic / Countermeasures / Safe injection sites
Opioid epidemic	query_745	Opioid epidemic / Countermeasures / Prescription drug monitoring
Opioid epidemic	query_746	Opioid epidemic / Countermeasures / In the media
Economics of bitcoin	query_747	Economics of bitcoin / Classification
Economics of bitcoin	query_748	Economics of bitcoin / General use
Economics of bitcoin	query_749	Economics of bitcoin / Buying and selling
Economics of bitcoin	query_750	Economics of bitcoin / Price and volatility
Economics of bitcoin	query_751	Economics of bitcoin / Speculative bubble dispute
Economics of bitcoin	query_752	Economics of bitcoin / Ponzi scheme concerns
Economics of bitcoin	query_753	Economics of bitcoin / Value forecasts
Economics of bitcoin	query_754	Economics of bitcoin / Obituaries
Economics of bitcoin	query_755	Economics of bitcoin / Reception
Economics of bitcoin	query_756	Economics of bitcoin / Acceptance by merchants
Economics of bitcoin	query_757	Economics of bitcoin / Acceptance by nonprofits
Economics of bitcoin	query_758	Economics of bitcoin / Healthcare providers
Economics of bitcoin	query_759	Economics of bitcoin / Payment service providers
Economics of bitcoin	query_760	Economics of bitcoin / Use in retail transactions
Economics of bitcoin	query_761	Economics of bitcoin / Financial institutions
Economics of bitcoin	query_762	Economics of bitcoin / As an investment
Economics of bitcoin	query_763	Economics of bitcoin / Venture capital
Economics of bitcoin	query_764	Economics of bitcoin / Venture capital / Crowdfunding
Economics of bitcoin	query_765	Economics of bitcoin / Political economy
Loot box	query_766	Loot box / Design
Loot box	query_767	Loot box / History
Loot box	query_768	Loot box / Criticism
Loot box	query_769	Loot box / Criticism / Specific examples
Loot box	query_770	Loot box / Regulation and legislation
Loot box	query_771	Loot box / Regulation and legislation / Asia & Oceania
Loot box	query_772	Loot box / Regulation and legislation / Asia & Oceania / China
Loot box	query_773	Loot box / Regulation and legislation / Asia & Oceania / Japan
Loot box	query_774	Loot box / Regulation and legislation / Asia & Oceania / South Korea
Loot box	query_775	Loot box / Regulation and legislation / Asia & Oceania / Singapore
Loot box	query_776	Loot box / Regulation and legislation / Asia & Oceania / Australia
Loot box	query_777	Loot box / Regulation and legislation / Asia & Oceania / New Zealand
Loot box	query_778	Loot box / Regulation and legislation / Europe
Loot box	query_779	Loot box / Regulation and legislation / Europe / United Kingdom
Loot box	query_780	Loot box / Regulation and legislation / Europe / Isle of Man
Loot box	query_781	Loot box / Regulation and legislation / Europe / Netherlands
Loot box	query_782	Loot box / Regulation and legislation / Europe / Belgium
Loot box	query_783	Loot box / Regulation and legislation / Europe / France
Loot box	query_784	Loot box / Regulation and legislation / Europe / Germany
Loot box	query_785	Loot box / Regulation and legislation / Europe / Sweden
Loot box	query_786	Loot box / Regulation and legislation / North America
Loot box	query_787	Loot box / Regulation and legislation / North America / United States
Loot box	query_788	Loot box / Self-regulation
Loot box	query_789	Loot box / Self-regulation / Europe
Loot box	query_790	Loot box / Self-regulation / Japan
Loot box	query_791	Loot box / Self-regulation / United Kingdom
Loot box	query_792	Loot box / Self-regulation / United States
Loot box	query_793	Loot box / Self-regulation / Worldwide
Loot box	query_794	Loot box / Impact
Aged care in Australia	query_795	Aged care in Australia / Ageing Population in Australia
Aged care in Australia	query_796	Aged care in Australia / Aged Care options in Australia
Aged care in Australia	query_797	Aged care in Australia / In-home Aged Care
Aged care in Australia	query_798	Aged care in Australia / In-home Aged Care / Funding for In-Home care
Aged care in Australia	query_799	Aged care in Australia / In-home Aged Care / Funding for In-Home care / Home Care Package
Aged care in Australia	query_800	Aged care in Australia / In-home Aged Care / Funding for In-Home care / Home Care Package / Commonwealth Home Support Programme
Aged care in Australia	query_801	Aged care in Australia / In-home Aged Care / Costs of in-home Care
Aged care in Australia	query_802	Aged care in Australia / 2017 Government changes to in home care
Aged care in Australia	query_803	Aged care in Australia / Aged care homes
Aged care in Australia	query_804	Aged care in Australia / Aged care homes / Funding for residential Aged Care
Aged care in Australia	query_805	Aged care in Australia / Aged Care Assessment
Aged care in Australia	query_806	Aged care in Australia / Aged Care Assessment / Home support assessment
Aged care in Australia	query_807	Aged care in Australia / Aged Care Assessment / Comprehensive assessment
Algorithmic bias	query_808	Algorithmic bias / Definitions
Algorithmic bias	query_809	Algorithmic bias / Methods
Algorithmic bias	query_810	Algorithmic bias / History
Algorithmic bias	query_811	Algorithmic bias / History / Early critiques
Algorithmic bias	query_812	Algorithmic bias / History / Contemporary critiques
Algorithmic bias	query_813	Algorithmic bias / Types
Algorithmic bias	query_814	Algorithmic bias / Types / Pre-existing
Algorithmic bias	query_815	Algorithmic bias / Types / Technical
Algorithmic bias	query_816	Algorithmic bias / Types / Emergent
Algorithmic bias	query_817	Algorithmic bias / Types / Emergent / Correlations
Algorithmic bias	query_818	Algorithmic bias / Types / Emergent / Unanticipated uses
Algorithmic bias	query_819	Algorithmic bias / Types / Emergent / Feedback loops
Algorithmic bias	query_820	Algorithmic bias / Examples
Algorithmic bias	query_821	Algorithmic bias / Examples / College admissions
Algorithmic bias	query_822	Algorithmic bias / Examples / Plagiarism detection
Algorithmic bias	query_823	Algorithmic bias / Examples / Facial recognition
Algorithmic bias	query_824	Algorithmic bias / Examples / Social media
Algorithmic bias	query_825	Algorithmic bias / Impact
Algorithmic bias	query_826	Algorithmic bias / Impact / Commercial influences
Algorithmic bias	query_827	Algorithmic bias / Impact / Voting behavior
Algorithmic bias	query_828	Algorithmic bias / Impact / Gender discrimination
Algorithmic bias	query_829	Algorithmic bias / Impact / Racial discrimination
Algorithmic bias	query_830	Algorithmic bias / Impact / Sexual discrimination
Algorithmic bias	query_831	Algorithmic bias / Challenges
Algorithmic bias	query_832	Algorithmic bias / Challenges / Lack of transparency
Algorithmic bias	query_833	Algorithmic bias / Challenges / Complexity
Algorithmic bias	query_834	Algorithmic bias / Challenges / Lack of data about sensitive categories
Algorithmic bias	query_835	Algorithmic bias / Challenges / Rapid pace of change
Algorithmic bias	query_836	Algorithmic bias / Challenges / Rapid pace of dissemination
Algorithmic bias	query_837	Algorithmic bias / Challenges / Lack of consensus about goals and criteria
Algorithmic bias	query_838	Algorithmic bias / Regulation
Algorithmic bias	query_839	Algorithmic bias / Regulation / Europe
Algorithmic bias	query_840	Algorithmic bias / Regulation / United States
Chatbot	query_841	Chatbot / Background
Chatbot	query_842	Chatbot / Development
Chatbot	query_843	Chatbot / Where chatbots are found
Chatbot	query_844	Chatbot / Where chatbots are found / Messaging apps
Chatbot	query_845	Chatbot / Where chatbots are found / Messaging apps / As part of company apps and websites
Chatbot	query_846	Chatbot / Where chatbots are found / Company internal platforms
Chatbot	query_847	Chatbot / Where chatbots are found / Toys
Chatbot	query_848	Chatbot / Chatbot creation
Chatbot	query_849	Chatbot / Chatbot creation / Design
Chatbot	query_850	Chatbot / Chatbot creation / Building
Chatbot	query_851	Chatbot / Chatbot creation / Analytics
Chatbot	query_852	Chatbot / Chatbot creation / Chatbot development platforms
Chatbot	query_853	Chatbot / Malicious use
Blue-ringed octopus	query_854	Blue-ringed octopus / Classification
Blue-ringed octopus	query_855	Blue-ringed octopus / Behavior
Blue-ringed octopus	query_856	Blue-ringed octopus / Behavior / Feeding
Blue-ringed octopus	query_857	Blue-ringed octopus / Reproduction
Blue-ringed octopus	query_858	Blue-ringed octopus / Toxicity
Blue-ringed octopus	query_859	Blue-ringed octopus / Toxicity / Venom
Blue-ringed octopus	query_860	Blue-ringed octopus / Toxicity / Effects
Blue-ringed octopus	query_861	Blue-ringed octopus / Toxicity / Treatment
Blue-ringed octopus	query_862	Blue-ringed octopus / Popular culture
Atomic force microscopy	query_863	Atomic force microscopy / Overview
Atomic force microscopy	query_864	Atomic force microscopy / Overview / Abilities
Atomic force microscopy	query_865	Atomic force microscopy / Overview / Other microscopy technologies
Atomic force microscopy	query_866	Atomic force microscopy / Overview / Configuration
Atomic force microscopy	query_867	Atomic force microscopy / Overview / Configuration / Detector
Atomic force microscopy	query_868	Atomic force microscopy / Overview / Configuration / Image formation
Atomic force microscopy	query_869	Atomic force microscopy / Overview / History
Atomic force microscopy	query_870	Atomic force microscopy / Overview / Applications
Atomic force microscopy	query_871	Atomic force microscopy / Principles
Atomic force microscopy	query_872	Atomic force microscopy / Principles / Imaging modes
Atomic force microscopy	query_873	Atomic force microscopy / Principles / Imaging modes / Contact mode
Atomic force microscopy	query_874	Atomic force microscopy / Principles / Imaging modes / Tapping mode
Atomic force microscopy	query_875	Atomic force microscopy / Principles / Imaging modes / Non-contact mode
Atomic force microscopy	query_876	Atomic force microscopy / Topographic image
Atomic force microscopy	query_877	Atomic force microscopy / Topographic image / What is the topographic image of atomic force microscope?
Atomic force microscopy	query_878	Atomic force microscopy / Topographic image / Topographic image of FM-AFM
Atomic force microscopy	query_879	Atomic force microscopy / Force spectroscopy
Atomic force microscopy	query_880	Atomic force microscopy / Force spectroscopy / Biological applications and other
Atomic force microscopy	query_881	Atomic force microscopy / Identification of individual surface atoms
Atomic force microscopy	query_882	Atomic force microscopy / Probe
Atomic force microscopy	query_883	Atomic force microscopy / AFM cantilever-deflection measurement
Atomic force microscopy	query_884	Atomic force microscopy / AFM cantilever-deflection measurement / Beam-deflection measurement
Atomic force microscopy	query_885	Atomic force microscopy / AFM cantilever-deflection measurement / Other deflection-measurement methods
Atomic force microscopy	query_886	Atomic force microscopy / Piezoelectric scanners
Atomic force microscopy	query_887	Atomic force microscopy / Advantages and disadvantages
Atomic force microscopy	query_888	Atomic force microscopy / Advantages and disadvantages / Advantages
Atomic force microscopy	query_889	Atomic force microscopy / Advantages and disadvantages / Disadvantages
Atomic force microscopy	query_890	Atomic force microscopy / Other applications in various fields of study
Herbalism	query_891	Herbalism / Synonyms
Herbalism	query_892	Herbalism / History
Herbalism	query_893	Herbalism / Modern herbal medicine
Herbalism	query_894	Herbalism / Modern herbal medicine / Clinical tests
Herbalism	query_895	Herbalism / Modern herbal medicine / Prevalence of use
Herbalism	query_896	Herbalism / Modern herbal medicine / Herbal preparations
Herbalism	query_897	Herbalism / Modern herbal medicine / Safety
Herbalism	query_898	Herbalism / Modern herbal medicine / Labeling accuracy
Herbalism	query_899	Herbalism / Modern herbal medicine / Practitioners of herbalism
Herbalism	query_900	Herbalism / Modern herbal medicine / Government regulations
Herbalism	query_901	Herbalism / Modern herbal medicine / Scientific criticism
Herbalism	query_902	Herbalism / Phytotherapy
Herbalism	query_903	Herbalism / Traditional systems
Herbalism	query_904	Herbalism / Traditional systems / Africa
Herbalism	query_905	Herbalism / Traditional systems / Americas
Herbalism	query_906	Herbalism / Traditional systems / China
Herbalism	query_907	Herbalism / Traditional systems / India
Herbalism	query_908	Herbalism / Traditional systems / Indonesia
Herbalism	query_909	Herbalism / Herbal philosophy and spiritual practices
Herbalism	query_910	Herbalism / Uses of herbal medicines by animals
Workhouse	query_911	Workhouse / Legal and social background
Workhouse	query_912	Workhouse / Legal and social background / Medieval to Early Modern period
Workhouse	query_913	Workhouse / Legal and social background / Georgian era
Workhouse	query_914	Workhouse / Legal and social background / 1834 act
Workhouse	query_915	Workhouse / Early Victorian workhouses
Workhouse	query_916	Workhouse / Early Victorian workhouses / Admission and discharge
Workhouse	query_917	Workhouse / Early Victorian workhouses / Work
Workhouse	query_918	Workhouse / Early Victorian workhouses / Diet
Workhouse	query_919	Workhouse / Early Victorian workhouses / Education
Workhouse	query_920	Workhouse / Early Victorian workhouses / Religion
Workhouse	query_921	Workhouse / Early Victorian workhouses / Discipline
Workhouse	query_922	Workhouse / Early Victorian workhouses / Management and staffing
Workhouse	query_923	Workhouse / Later developments and abolition
Workhouse	query_924	Workhouse / Modern view
Workhouse	query_925	Workhouse / In art and literature
Eggnog	query_926	Eggnog / Terminology
Eggnog	query_927	Eggnog / History
Eggnog	query_928	Eggnog / History / Etymology and origins
Eggnog	query_929	Eggnog / History / Development
Eggnog	query_930	Eggnog / Ingredients and serving style
Eggnog	query_931	Eggnog / Ingredients and serving style / Homemade
Eggnog	query_932	Eggnog / Ingredients and serving style / Commercially prepared
Eggnog	query_933	Eggnog / Ingredients and serving style / Commercially prepared / Non-dairy and vegan versions
Eggnog	query_934	Eggnog / Ingredients and serving style / Serving and presentation
Eggnog	query_935	Eggnog / Use as flavouring
Eggnog	query_936	Eggnog / Health and safety
Eggnog	query_937	Eggnog / Health and safety / Raw eggs
Eggnog	query_938	Eggnog / Health and safety / Alcohol content
Eggnog	query_939	Eggnog / Health and safety / Nutritional aspects
Eggnog	query_940	Eggnog / Reception and consumption
Eggnog	query_941	Eggnog / In fiction
Eggnog	query_942	Eggnog / Cited books
Healthcare in Canada	query_943	Healthcare in Canada / Current status
